ensembl	f65571bf-793a-43d5-93aa-c85bac4dca56.htseq.counts	0b3957f2-b010-44ef-8376-455427a5e158.htseq.counts	01ddf9de-8532-4a68-af48-fec5bed7e78d.htseq.counts	254023bc-c2bd-4d26-8f62-b18e2906037d.htseq.counts	4a7fa98b-c6cb-48a9-909e-41a7efde10b2.htseq.counts	14aa3bdb-5c34-4fb4-91b8-876faf41674d.htseq.counts	cb26f33d-b1b7-411a-9f21-7e3ea98694d9.htseq.counts	9a2b0bc5-8882-4aba-ac8a-51b1484b66ea.htseq.counts	fd700b77-843b-49a6-800d-545b5f2bab90.htseq.counts	f10cc48c-4566-41fd-8dbf-66393ee09d70.htseq.counts
ENSG00000200579	5	4	6	0	3	4	0	8	2	5
ENSG00000200587	0	0	0	0	0	0	0	0	0	0
ENSG00000200591	0	1	0	0	0	0	1	4	0	0
ENSG00000200593	0	0	0	0	0	0	0	0	0	0
ENSG00000200594	0	0	0	0	0	0	0	0	0	0
ENSG00000200597	0	0	0	0	0	0	0	0	0	0
ENSG00000200600	0	0	0	0	0	0	0	0	0	0
ENSG00000200601	0	0	0	0	0	0	0	0	0	0
ENSG00000200605	0	0	0	0	0	0	0	0	0	0
ENSG00000200608	0	0	0	0	0	0	0	0	0	1
ENSG00000200610	0	0	1	0	0	0	0	1	0	0
ENSG00000200612	0	0	0	0	1	0	0	1	0	0
ENSG00000200613	0	0	0	0	0	0	0	0	0	0
ENSG00000200615	0	0	0	0	0	0	0	0	0	0
ENSG00000200616	0	0	0	0	0	0	0	0	0	0
ENSG00000200619	0	0	0	0	0	0	0	0	0	0
ENSG00000200620	0	0	0	0	0	0	0	0	0	0
ENSG00000200622	0	0	0	0	0	0	0	0	0	0
ENSG00000200623	0	0	0	0	0	0	0	0	0	0
ENSG00000200624	0	0	0	0	0	0	0	0	0	0
ENSG00000200626	0	0	0	0	0	1	0	0	0	0
ENSG00000200629	0	2	1	0	0	0	1	0	0	0
ENSG00000200630	1	0	0	0	0	0	1	0	0	0
ENSG00000200632	0	0	0	0	0	0	0	0	0	0
ENSG00000200635	0	0	0	0	0	0	0	0	0	0
ENSG00000200636	0	0	0	0	0	0	0	0	0	0
ENSG00000200637	0	0	0	0	0	0	0	0	0	0
ENSG00000200638	0	0	0	0	0	0	0	0	0	0
ENSG00000200645	0	0	0	0	0	0	0	0	0	0
ENSG00000200646	0	0	0	0	0	0	0	0	0	0
ENSG00000200648	0	1	0	0	1	0	0	4	0	0
ENSG00000200649	0	0	0	0	0	0	0	0	0	0
ENSG00000200650	0	0	0	0	0	0	0	0	0	0
ENSG00000200651	1	0	1	0	0	0	0	0	1	1
ENSG00000200652	0	0	0	0	0	0	0	0	0	0
ENSG00000200653	0	0	0	0	0	0	0	0	0	0
ENSG00000200656	0	0	0	0	0	0	0	0	0	0
ENSG00000200661	0	0	0	0	0	0	0	0	0	0
ENSG00000200664	0	0	0	0	0	0	0	0	0	0
ENSG00000200665	0	0	1	0	0	0	0	0	0	0
ENSG00000200670	0	0	0	0	0	0	0	0	0	0
ENSG00000200673	0	0	0	0	0	0	0	0	0	0
ENSG00000200674	8	3	13	2	3	5	3	6	1	2
ENSG00000200677	0	0	0	0	0	0	1	1	0	1
ENSG00000200680	0	0	0	0	0	0	0	0	0	0
ENSG00000200681	0	0	1	0	0	0	0	0	0	0
ENSG00000200683	0	0	0	0	0	0	0	0	0	0
ENSG00000200685	0	0	0	0	0	0	0	0	0	0
ENSG00000200686	0	0	0	0	0	0	0	0	0	0
ENSG00000200687	0	0	0	0	0	0	0	0	0	0
ENSG00000200688	0	1	0	0	0	0	0	0	0	0
ENSG00000200693	6	6	7	7	1	6	7	12	4	1
ENSG00000200701	0	0	0	0	0	0	0	0	0	0
ENSG00000200702	0	0	0	1	0	0	0	0	0	0
ENSG00000200703	0	0	0	0	0	0	0	0	0	0
ENSG00000200706	0	0	0	0	0	0	0	0	0	0
ENSG00000200708	0	0	0	0	0	0	0	0	0	0
ENSG00000200709	0	0	0	0	0	0	0	0	0	0
ENSG00000200711	1	4	0	4	0	1	3	0	0	0
ENSG00000200713	0	0	0	0	0	0	0	0	0	0
ENSG00000200714	23	25	35	17	118	24	22	40	3	16
ENSG00000200718	0	0	0	0	0	0	0	0	0	0
ENSG00000200719	1	0	0	1	0	0	0	0	1	0
ENSG00000200720	0	0	0	0	0	0	0	0	0	0
ENSG00000200726	0	0	0	0	0	0	0	0	0	0
ENSG00000200728	1	1	0	0	0	0	1	0	0	0
ENSG00000200731	0	2	0	0	0	0	0	0	0	0
ENSG00000200732	0	1	0	0	0	0	0	0	0	1
ENSG00000200733	0	0	0	0	0	0	0	0	0	0
ENSG00000200737	0	1	5	0	2	1	1	7	0	2
ENSG00000200738	0	0	0	0	0	0	0	0	0	0
ENSG00000200741	0	0	0	0	0	0	0	0	0	0
ENSG00000200742	0	0	3	0	3	1	0	2	0	0
ENSG00000200745	0	0	0	0	0	0	0	0	0	0
ENSG00000200750	0	0	0	0	0	0	0	2	0	0
ENSG00000200752	0	0	0	0	0	0	0	0	0	0
ENSG00000200753	0	0	0	0	0	0	2	0	0	1
ENSG00000200754	0	1	0	0	0	0	0	0	0	0
ENSG00000200755	0	0	0	0	0	0	0	0	0	0
ENSG00000200756	0	0	0	0	0	0	0	0	0	0
ENSG00000200757	0	0	0	0	0	0	0	0	0	0
ENSG00000200759	0	0	0	0	0	0	1	1	0	0
ENSG00000200761	0	0	0	0	1	0	0	0	0	0
ENSG00000200763	0	0	0	0	0	0	0	0	0	0
ENSG00000200764	0	0	0	0	0	0	0	0	0	0
ENSG00000200769	4	5	12	13	4	6	5	11	5	3
ENSG00000200774	0	0	0	0	0	0	0	0	0	0
ENSG00000200779	0	0	0	0	0	0	0	0	0	0
ENSG00000200783	0	0	0	0	0	0	0	0	0	0
ENSG00000200785	2	0	1	1	2	0	0	0	0	0
ENSG00000200786	0	0	0	0	0	0	0	0	0	0
ENSG00000200788	0	2	1	0	0	1	1	3	3	0
ENSG00000200789	0	0	0	0	0	0	0	0	0	0
ENSG00000200790	0	0	0	0	0	0	0	0	0	0
ENSG00000200792	0	0	0	0	0	0	0	0	0	0
ENSG00000200794	0	0	0	0	0	0	0	0	0	0
ENSG00000200795	1	10	3	3	1	0	1	7	0	100
ENSG00000200796	0	0	0	0	0	0	0	0	0	0
ENSG00000200799	0	0	1	0	0	0	0	0	1	0
ENSG00000200800	0	0	0	0	1	0	0	1	0	0
ENSG00000200801	0	0	0	0	0	0	0	0	0	0
ENSG00000200806	0	0	0	0	0	0	0	0	0	0
ENSG00000200807	0	0	0	0	0	0	0	0	0	0
ENSG00000200812	0	0	0	0	0	0	0	0	0	0
ENSG00000200814	1	2	3	0	0	0	1	0	1	0
ENSG00000200815	1	0	1	0	2	0	0	0	2	2
ENSG00000200816	0	0	0	0	1	0	1	0	2	0
ENSG00000200817	0	0	0	0	0	0	0	1	0	0
ENSG00000200818	0	0	0	0	0	0	0	0	0	0
ENSG00000200822	0	0	0	0	0	0	0	0	0	0
ENSG00000200823	0	0	0	0	1	1	0	0	0	0
ENSG00000200827	0	0	0	0	0	0	0	0	0	0
ENSG00000200829	0	0	0	0	0	0	0	0	0	0
ENSG00000200830	0	0	0	0	0	0	0	0	0	0
ENSG00000200831	0	0	0	0	0	0	0	0	0	0
ENSG00000200832	0	1	0	0	0	0	0	1	1	0
ENSG00000200833	0	0	0	0	0	0	0	0	0	0
ENSG00000200834	1	1	0	0	0	0	0	0	0	1
ENSG00000200839	0	0	0	0	0	0	0	0	0	0
ENSG00000200840	0	0	0	0	0	0	1	0	1	0
ENSG00000200842	0	0	1	1	0	0	0	0	0	0
ENSG00000200847	1	0	1	0	2	5	2	2	0	2
ENSG00000200849	0	0	0	0	0	0	0	0	0	0
ENSG00000200852	0	0	0	0	0	0	0	0	0	0
ENSG00000200855	1	0	0	0	0	0	0	0	0	0
ENSG00000200857	0	0	0	0	0	0	0	0	0	0
ENSG00000200860	0	0	0	0	0	0	0	0	0	0
ENSG00000200867	0	0	0	0	0	0	0	0	0	0
ENSG00000200869	0	0	0	0	0	0	0	0	0	0
ENSG00000200871	0	0	0	0	0	0	0	0	0	0
ENSG00000200872	0	0	0	1	0	0	0	0	0	0
ENSG00000200873	0	0	0	0	1	0	0	0	0	0
ENSG00000200874	0	0	0	0	0	0	0	0	0	0
ENSG00000200875	0	0	0	0	0	0	0	0	0	0
ENSG00000200877	0	0	0	0	0	0	0	0	0	0
ENSG00000200879	2	2	19	13	2	2	1	4	5	5
ENSG00000200882	0	1	0	0	0	0	0	0	0	0
ENSG00000200883	0	0	0	0	0	0	0	0	0	0
ENSG00000200884	0	0	0	0	0	0	0	0	0	1
ENSG00000200885	0	0	0	0	0	0	0	0	0	0
ENSG00000200887	0	0	0	0	0	0	1	0	0	0
ENSG00000200888	0	0	1	0	0	0	0	0	0	0
ENSG00000200889	0	0	0	0	0	0	0	0	0	0
ENSG00000200890	2	0	0	0	0	0	0	0	1	0
ENSG00000200891	0	0	0	0	0	0	0	0	0	0
ENSG00000200893	0	0	0	0	0	1	0	0	0	0
ENSG00000200895	0	0	0	0	0	0	0	0	0	0
ENSG00000200897	0	0	0	0	0	0	0	0	0	0
ENSG00000200898	0	0	0	0	0	0	0	0	0	0
ENSG00000200902	0	0	0	0	0	0	0	0	0	0
ENSG00000200903	0	0	0	0	0	0	0	0	0	0
ENSG00000200906	0	0	0	0	0	0	1	0	0	0
ENSG00000200913	5	5	2	4	3	2	10	2	5	4
ENSG00000200914	0	0	0	0	1	0	1	0	0	1
ENSG00000200917	2	1	4	0	1	0	0	1	0	0
ENSG00000200922	0	0	0	0	0	0	0	0	0	0
ENSG00000200924	1	1	5	0	1	8	2	3	2	1
ENSG00000200926	0	0	0	0	0	0	0	0	0	0
ENSG00000200935	0	0	0	0	0	0	0	0	0	0
ENSG00000200941	0	0	0	0	0	0	0	0	0	0
ENSG00000200942	0	0	1	0	0	1	0	0	0	0
ENSG00000200949	0	0	0	0	0	0	0	0	0	0
ENSG00000200953	2	1	4	3	1	4	0	4	1	3
ENSG00000200957	0	0	0	0	0	0	0	0	0	0
ENSG00000200959	0	5	0	0	0	0	1	0	0	1
ENSG00000200963	0	0	0	0	0	0	0	0	0	0
ENSG00000200966	1	0	0	0	1	0	0	0	1	0
ENSG00000200969	0	0	0	0	0	0	0	0	0	0
ENSG00000200972	0	0	0	0	0	0	0	0	0	0
ENSG00000200974	0	0	0	0	0	0	0	0	0	0
ENSG00000200975	0	0	0	0	0	0	0	0	0	0
ENSG00000200976	1	0	0	0	0	0	0	0	0	0
ENSG00000200982	0	0	0	0	0	0	0	1	0	0
ENSG00000200983	0	0	0	0	0	0	0	0	0	0
ENSG00000200985	0	0	0	0	0	0	0	0	2	0
ENSG00000200986	0	0	0	0	0	0	0	0	0	0
ENSG00000200987	0	0	0	0	0	0	0	0	0	0
ENSG00000200991	0	0	0	0	0	0	0	0	0	0
ENSG00000200997	0	0	0	0	0	0	0	0	0	0
ENSG00000200998	0	0	0	0	0	0	0	0	0	0
ENSG00000200999	0	0	0	0	0	0	0	0	0	0
ENSG00000201000	0	0	0	0	0	0	0	0	0	0
ENSG00000201001	0	0	0	0	0	0	0	0	0	0
ENSG00000201003	0	0	0	0	0	1	0	0	0	1
ENSG00000201006	0	0	0	0	0	0	0	0	0	0
ENSG00000201009	0	0	0	0	0	0	0	0	0	0
ENSG00000201010	0	0	0	0	0	0	0	0	0	0
ENSG00000201012	0	0	0	0	0	0	0	0	0	0
ENSG00000201013	0	0	0	1	0	0	0	0	0	0
ENSG00000201014	0	0	0	0	0	0	0	0	0	0
ENSG00000201015	0	0	0	0	0	0	0	0	0	0
ENSG00000201016	0	0	0	0	0	0	0	0	0	0
ENSG00000201021	0	0	0	0	0	0	0	0	0	0
ENSG00000201023	0	0	0	0	0	0	0	0	0	0
ENSG00000201025	0	0	0	0	0	0	0	1	0	0
ENSG00000201026	0	0	1	0	0	0	0	0	0	0
ENSG00000201027	0	0	0	0	0	0	0	0	0	0
ENSG00000201028	0	0	0	1	0	0	0	0	0	0
ENSG00000201031	0	0	0	0	0	0	0	0	0	0
ENSG00000201032	0	0	0	0	0	0	0	0	0	0
ENSG00000201033	1	0	0	0	0	0	0	0	0	0
ENSG00000201034	0	0	0	0	0	0	0	0	0	0
ENSG00000201035	0	0	0	0	1	0	0	0	0	1
ENSG00000201036	0	0	1	0	0	1	0	0	0	1
ENSG00000201041	1	3	2	0	1	0	0	1	0	1
ENSG00000201042	0	0	0	0	0	0	0	0	0	0
ENSG00000201044	0	0	0	0	0	0	0	0	0	0
ENSG00000201047	0	0	0	0	0	0	0	0	0	0
ENSG00000201048	0	1	0	0	0	1	1	0	0	0
ENSG00000201050	0	0	0	0	0	0	0	0	0	0
ENSG00000201059	0	0	0	0	0	0	0	0	0	0
ENSG00000201065	0	0	0	0	0	0	0	0	0	0
ENSG00000201066	0	0	0	0	0	0	0	0	0	0
ENSG00000201070	0	0	0	0	0	0	0	0	0	0
ENSG00000201071	1	1	2	0	0	0	1	0	0	0
ENSG00000201074	0	0	0	0	0	0	0	0	0	0
ENSG00000201075	0	0	0	0	0	0	0	0	0	0
ENSG00000201076	0	0	0	0	0	3	0	0	0	0
ENSG00000201077	0	0	0	0	0	0	1	0	0	0
ENSG00000201078	0	0	0	0	0	0	0	0	1	0
ENSG00000201084	0	0	0	0	0	0	0	0	0	0
ENSG00000201085	10	1	0	19	0	1	0	0	0	0
ENSG00000201086	0	3	0	0	0	0	1	0	0	0
ENSG00000201088	0	0	0	0	0	0	0	0	0	0
ENSG00000201095	0	0	0	0	0	0	0	0	0	0
ENSG00000201096	0	0	0	0	0	0	0	0	0	0
ENSG00000201097	0	0	0	0	0	0	0	0	0	0
ENSG00000201098	0	1	0	0	0	3	1	0	0	1
ENSG00000201102	0	0	0	0	0	0	0	0	0	0
ENSG00000201104	1	1	0	0	0	0	0	0	0	0
ENSG00000201109	0	0	1	1	1	2	0	0	1	0
ENSG00000201113	0	0	0	0	0	0	0	0	0	0
ENSG00000201114	0	0	0	0	0	0	0	0	0	0
ENSG00000201118	0	0	0	0	2	0	0	0	0	1
ENSG00000201119	0	0	0	0	0	0	0	0	0	0
ENSG00000201121	1	0	0	0	0	1	0	0	0	0
ENSG00000201126	0	0	1	0	0	0	0	0	0	0
ENSG00000201129	0	0	0	0	1	0	1	1	0	0
ENSG00000201133	0	0	0	0	0	0	0	0	0	0
ENSG00000201134	0	1	0	1	0	1	2	2	0	0
ENSG00000201135	0	0	0	0	0	0	0	0	0	0
ENSG00000201136	1	0	10	0	0	1	1	5	0	1
ENSG00000201140	0	0	0	0	0	0	0	0	0	0
ENSG00000201142	0	0	0	0	0	0	0	0	0	0
ENSG00000201143	0	0	0	0	0	0	0	0	0	0
ENSG00000201145	0	0	0	0	2	1	0	4	0	2
ENSG00000201148	0	0	0	0	0	0	0	0	0	0
ENSG00000201151	6	5	1	3	0	9	6	2	3	0
ENSG00000201153	0	0	0	0	0	0	0	0	0	0
ENSG00000201155	0	0	0	0	0	0	0	0	0	0
ENSG00000201157	0	0	0	0	1	0	0	1	0	0
ENSG00000201160	0	0	0	0	0	0	0	0	0	0
ENSG00000201161	0	0	0	0	0	0	0	0	0	0
ENSG00000201162	0	0	0	0	0	0	0	0	0	0
ENSG00000201164	0	0	1	0	0	0	0	0	0	1
ENSG00000201165	0	0	0	0	0	0	0	0	0	0
ENSG00000201168	0	0	0	0	0	0	0	0	0	0
ENSG00000201170	1	0	0	0	0	0	0	0	0	0
ENSG00000201176	0	2	2	0	1	1	1	2	0	0
ENSG00000201178	0	0	0	0	0	0	0	0	0	0
ENSG00000201179	0	0	0	0	0	1	0	0	0	0
ENSG00000201180	0	0	0	0	0	0	0	0	0	0
ENSG00000201182	0	0	0	0	2	0	0	0	0	0
ENSG00000201183	3	7	8	2	4	2	2	10	3	2
ENSG00000201184	0	0	0	0	0	0	0	0	0	0
ENSG00000201185	0	0	0	0	0	0	0	0	0	2
ENSG00000201186	0	0	0	0	0	0	0	0	0	0
ENSG00000201196	0	0	0	0	0	0	0	0	0	0
ENSG00000201198	0	0	0	0	0	0	1	0	1	0
ENSG00000201201	0	0	1	0	0	1	0	0	2	0
ENSG00000201204	0	0	0	0	0	0	0	0	0	1
ENSG00000201207	5	4	7	3	1	10	7	7	6	3
ENSG00000201208	3	1	2	0	4	1	1	1	2	0
ENSG00000201209	0	0	0	0	0	0	1	0	1	0
ENSG00000201210	0	0	0	0	0	0	0	0	0	0
ENSG00000201216	0	0	0	0	0	0	0	0	0	0
ENSG00000201217	1	2	4	0	1	5	7	0	4	1
ENSG00000201218	0	0	0	0	0	0	0	0	0	0
ENSG00000201221	0	1	0	0	0	0	0	0	0	0
ENSG00000201223	0	0	1	0	1	0	0	0	0	0
ENSG00000201227	0	0	0	0	0	0	0	0	0	0
ENSG00000201228	0	0	0	0	0	0	0	0	0	0
ENSG00000201229	0	0	1	0	2	1	0	1	0	1
ENSG00000201231	0	0	0	0	0	0	0	0	0	0
ENSG00000201239	0	0	0	0	1	0	0	0	0	0
ENSG00000201240	0	0	0	0	0	0	0	0	0	0
ENSG00000201241	0	0	0	0	0	0	0	0	0	0
ENSG00000201242	0	0	0	0	0	0	0	0	0	0
ENSG00000201243	0	0	0	0	0	0	0	0	0	0
ENSG00000201245	0	0	0	0	0	0	0	0	0	0
ENSG00000201247	0	1	1	2	12	0	1	0	0	0
ENSG00000201253	0	0	0	0	0	0	0	0	0	0
ENSG00000201255	0	0	0	0	0	0	0	0	0	0
ENSG00000201260	0	0	0	0	0	0	0	0	0	0
ENSG00000201263	0	0	0	0	8	0	0	0	0	0
ENSG00000201264	0	0	0	0	2	0	0	0	1	2
ENSG00000201270	0	0	0	0	0	0	0	0	0	0
ENSG00000201271	0	0	0	0	0	0	0	0	0	0
ENSG00000201273	0	0	0	0	0	0	0	0	0	0
ENSG00000201274	0	0	0	0	0	0	0	0	0	0
ENSG00000201277	0	0	0	0	0	0	0	0	0	0
ENSG00000201279	0	0	0	0	0	0	0	0	0	0
ENSG00000201282	0	0	0	0	0	0	0	0	0	0
ENSG00000201285	0	0	1	0	0	0	0	0	0	0
ENSG00000201287	0	0	0	0	0	0	0	0	0	0
ENSG00000201288	0	0	0	0	0	0	0	0	0	0
ENSG00000201289	0	0	0	0	0	0	0	0	0	1
ENSG00000201291	0	0	0	0	0	0	0	0	0	0
ENSG00000201292	0	0	0	0	0	0	0	0	0	0
ENSG00000201294	0	0	0	1	0	1	0	0	0	0
ENSG00000201296	0	0	0	0	0	0	0	0	0	0
ENSG00000201297	0	0	0	0	0	0	0	0	0	0
ENSG00000201298	0	0	1	0	0	0	0	0	1	0
ENSG00000201300	0	0	0	0	0	0	0	0	0	0
ENSG00000201301	0	1	0	0	0	0	0	0	0	0
ENSG00000201302	18	18	13	12	19	15	15	18	9	9
ENSG00000201308	0	0	0	0	0	0	0	0	1	0
ENSG00000201309	0	0	0	0	0	0	0	0	0	0
ENSG00000201311	0	0	0	0	0	0	0	0	0	0
ENSG00000201312	0	0	0	0	0	0	0	0	0	0
ENSG00000201314	0	0	0	0	0	0	0	0	0	0
ENSG00000201315	0	0	0	0	0	0	0	0	2	0
ENSG00000201316	0	0	0	0	0	0	0	0	0	0
ENSG00000201317	1	1	0	0	0	0	0	0	0	0
ENSG00000201318	0	0	0	1	0	0	0	0	0	1
ENSG00000201321	0	0	0	0	0	0	0	0	0	0
ENSG00000201324	0	0	0	0	0	0	0	0	0	0
ENSG00000201325	0	0	0	0	0	0	0	0	0	0
ENSG00000201326	0	0	0	0	0	0	0	0	0	0
ENSG00000201329	0	0	0	0	0	0	0	0	0	0
ENSG00000201330	0	0	0	0	0	0	0	0	0	0
ENSG00000201331	0	0	0	0	0	0	0	0	0	0
ENSG00000201339	0	0	1	0	0	0	0	0	0	0
ENSG00000201340	1	0	2	1	0	0	0	1	0	1
ENSG00000201341	0	0	0	0	1	0	0	0	0	0
ENSG00000201342	1	0	0	0	0	0	0	0	0	0
ENSG00000201343	0	0	0	0	0	0	0	0	0	0
ENSG00000201346	0	0	0	0	0	0	0	1	0	0
ENSG00000201347	0	0	0	0	1	0	0	0	0	0
ENSG00000201348	0	0	0	0	0	0	0	0	0	0
ENSG00000201351	0	1	0	0	0	0	0	1	0	0
ENSG00000201354	0	0	1	0	4	0	0	1	1	0
ENSG00000201355	0	0	0	0	0	0	0	0	0	0
ENSG00000201356	0	0	0	0	1	2	0	0	0	1
ENSG00000201358	0	0	0	0	1	0	1	0	0	0
ENSG00000201361	0	0	0	0	0	0	0	0	0	0
ENSG00000201363	0	0	0	1	0	0	0	0	0	0
ENSG00000201364	0	0	0	0	0	1	0	0	0	0
ENSG00000201365	0	0	0	0	0	0	0	0	0	0
ENSG00000201367	0	0	0	0	0	0	0	0	0	0
ENSG00000201368	0	0	0	0	0	0	0	0	0	0
ENSG00000201370	0	0	0	0	0	0	0	0	0	0
ENSG00000201371	0	0	0	0	0	0	0	0	0	0
ENSG00000201372	0	2	0	0	0	0	0	0	2	0
ENSG00000201376	1	0	1	0	0	0	0	2	0	0
ENSG00000201377	0	0	0	0	1	0	0	0	0	0
ENSG00000201379	0	0	0	0	0	0	0	0	0	0
ENSG00000201382	0	0	0	1	0	0	0	0	0	1
ENSG00000201384	0	0	0	0	0	0	0	0	0	0
ENSG00000201386	0	0	0	0	0	0	0	0	0	0
ENSG00000201388	1	0	1	0	1	4	1	0	1	5
ENSG00000201390	0	0	0	0	0	0	0	1	0	0
ENSG00000201392	0	0	0	0	0	0	0	0	0	0
ENSG00000201393	0	0	0	0	0	0	0	0	0	0
ENSG00000201394	0	0	0	0	0	0	0	0	0	0
ENSG00000201395	0	0	1	0	1	0	0	0	0	0
ENSG00000201398	0	0	0	0	0	0	0	0	0	0
ENSG00000201403	0	0	0	0	0	0	0	0	0	0
ENSG00000201405	0	0	0	0	0	0	0	0	0	0
ENSG00000201407	0	1	1	0	0	0	0	0	0	0
ENSG00000201410	0	0	0	0	0	0	0	0	0	0
ENSG00000201412	0	0	0	0	0	0	0	0	0	0
ENSG00000201413	1	0	0	0	0	0	0	0	0	0
ENSG00000201415	0	0	0	0	0	0	0	0	0	0
ENSG00000201420	1	0	0	0	0	0	0	0	0	0
ENSG00000201421	0	0	0	0	0	0	0	0	0	0
ENSG00000201423	0	0	0	0	0	0	0	0	0	0
ENSG00000201426	0	0	0	0	0	0	0	0	0	0
ENSG00000201428	1	0	0	0	0	0	0	0	0	0
ENSG00000201431	0	0	0	0	0	0	0	0	0	0
ENSG00000201432	0	0	1	0	1	2	0	0	0	0
ENSG00000201433	0	1	0	0	0	0	0	0	0	0
ENSG00000201435	0	0	0	0	1	0	0	1	1	0
ENSG00000201436	0	0	0	0	0	0	0	0	0	0
ENSG00000201439	0	0	0	0	0	0	0	0	0	0
ENSG00000201440	0	0	11	1	9	6	1	2	0	1
ENSG00000201441	0	1	0	0	0	0	0	0	0	1
ENSG00000201442	0	0	0	0	0	0	0	0	0	0
ENSG00000201443	0	0	0	0	0	0	0	0	0	0
ENSG00000201444	0	0	0	0	0	0	0	0	0	0
ENSG00000201447	0	0	0	0	0	0	0	0	0	0
ENSG00000201448	1	2	0	1	1	0	1	0	0	0
ENSG00000201451	1	0	1	1	0	2	0	4	1	0
ENSG00000201452	0	0	0	0	0	0	0	0	0	0
ENSG00000201457	7	9	9	0	5	6	7	4	3	5
ENSG00000201458	0	0	0	0	0	0	0	0	0	0
ENSG00000201464	0	0	0	0	0	1	0	0	0	0
ENSG00000201465	0	0	0	0	0	0	0	0	0	0
ENSG00000201466	0	0	0	0	1	0	0	0	0	0
ENSG00000201467	0	0	0	0	0	0	0	0	0	0
ENSG00000201469	3	0	1	0	3	0	0	0	1	0
ENSG00000201470	0	0	0	0	0	0	0	1	0	0
ENSG00000201474	0	0	0	0	0	0	0	0	0	0
ENSG00000201476	0	0	0	0	0	0	0	0	0	0
ENSG00000201482	0	0	0	0	0	0	0	0	0	0
ENSG00000201483	0	0	0	0	0	0	0	0	0	0
ENSG00000201487	0	0	0	0	0	0	0	0	0	0
ENSG00000201489	0	0	0	0	0	0	0	0	0	0
ENSG00000201491	0	0	0	0	0	0	0	0	0	0
ENSG00000201492	0	1	1	0	0	2	1	2	1	0
ENSG00000201493	0	0	0	0	0	0	0	0	0	0
ENSG00000201496	2	1	42	0	16	1	5	5	3	1
ENSG00000201498	0	0	0	1	0	0	0	0	0	0
ENSG00000201499	3	3	16	3	7	17	8	6	3	1
ENSG00000201500	0	0	0	0	0	0	0	0	0	0
ENSG00000201501	0	0	0	0	0	0	1	0	1	0
ENSG00000201502	0	1	0	0	0	0	0	0	0	0
ENSG00000201510	0	0	0	0	0	0	0	0	0	0
ENSG00000201511	0	0	0	1	0	0	1	0	0	0
ENSG00000201512	1	0	0	1	1	1	3	4	4	2
ENSG00000201516	0	0	0	0	0	0	0	0	0	0
ENSG00000201517	1	0	0	0	0	0	0	0	0	0
ENSG00000201518	0	0	0	0	0	0	0	0	0	0
ENSG00000201519	0	0	0	0	0	0	0	0	0	0
ENSG00000201523	0	0	0	0	0	0	0	0	0	0
ENSG00000201524	0	0	0	0	0	0	0	0	1	0
ENSG00000201527	0	0	0	0	0	0	0	0	0	0
ENSG00000201529	0	0	0	0	0	0	0	0	0	0
ENSG00000201532	0	1	0	0	0	0	0	0	0	0
ENSG00000201533	0	0	0	0	0	4	0	0	0	0
ENSG00000201535	0	0	0	0	0	0	0	0	0	0
ENSG00000201541	0	0	0	0	0	0	0	0	0	0
ENSG00000201542	0	0	0	0	0	0	0	0	0	0
ENSG00000201544	1	1	4	0	1	2	2	1	2	0
ENSG00000201545	0	0	0	0	0	0	0	0	0	0
ENSG00000201547	0	0	0	0	0	0	0	1	0	0
ENSG00000201548	0	0	0	0	0	0	0	1	0	0
ENSG00000201549	0	0	0	0	0	0	0	0	0	0
ENSG00000201550	0	0	0	0	0	1	0	0	0	0
ENSG00000201554	0	0	0	0	0	0	0	0	0	0
ENSG00000201555	3	0	0	1	0	2	0	7	5	3
ENSG00000201557	0	0	0	0	0	0	0	1	0	0
ENSG00000201558	2	1	5	1	1	0	0	0	1	2
ENSG00000201560	0	0	1	0	0	0	0	0	0	0
ENSG00000201563	0	2	1	0	5	0	0	1	2	1
ENSG00000201564	0	0	0	0	0	0	1	0	0	0
ENSG00000201565	0	0	0	0	0	0	0	0	0	0
ENSG00000201566	0	0	0	0	0	0	0	0	0	0
ENSG00000201567	0	0	0	0	0	0	0	0	0	0
ENSG00000201569	0	0	1	0	0	0	0	0	0	0
ENSG00000201570	0	0	0	0	0	0	0	0	0	0
ENSG00000201573	0	0	0	0	2	0	1	1	1	0
ENSG00000201574	0	0	0	0	0	0	0	0	0	0
ENSG00000201579	3	2	5	0	2	3	5	4	1	1
ENSG00000201581	1	0	0	0	0	26	2	0	0	0
ENSG00000201583	0	0	0	0	0	0	0	0	0	1
ENSG00000201584	0	0	0	0	0	0	0	0	0	0
ENSG00000201586	0	0	0	0	0	0	1	0	0	0
ENSG00000201588	0	0	0	0	0	0	0	0	0	0
ENSG00000201591	0	0	0	0	0	0	0	0	0	0
ENSG00000201592	0	1	0	0	1	0	0	0	0	2
ENSG00000201594	0	0	0	0	0	0	0	0	0	0
ENSG00000201595	0	1	0	0	0	0	3	2	0	0
ENSG00000201596	0	0	0	0	0	0	0	0	0	0
ENSG00000201598	0	0	0	0	0	0	0	0	0	0
ENSG00000201600	0	0	0	1	0	1	0	0	0	1
ENSG00000201602	0	0	0	0	0	0	0	0	0	0
ENSG00000201604	0	0	0	0	0	0	0	0	0	0
ENSG00000201607	0	0	0	0	0	0	0	0	0	0
ENSG00000201608	0	0	0	0	0	0	0	0	0	0
