ensembl	fca51e84-4783-4e3a-b4a0-85371ce84e43.htseq.counts	cb9beb00-4b21-454f-a865-726bd8120d46.htseq.counts	c1b63308-8e44-46e6-9d83-10e4f69898ff.htseq.counts	6b765cb3-2593-4776-bdfa-a560bc79ff52.htseq.counts	be630f1e-165e-45b7-b4f8-e80ac3ebe323.htseq.counts	d6b51a36-7ce9-4044-809b-e48e9213abd8.htseq.counts	5f86524f-b1b9-4511-9f23-3d5b34bb8cf4.htseq.counts	17fd8633-6271-45f3-9e8a-60d093be9e6b.htseq.counts	23758664-22b8-4bc5-9a03-061619380b20.htseq.counts	44db1348-8a8c-4ef2-99e9-e5a13a9c81ec.htseq.counts
ENSG00000235750	406	1035	380	356	1239	1213	739	2262	1331	205
ENSG00000235751	0	1	0	0	0	0	0	0	3	0
ENSG00000235756	0	0	0	0	0	0	0	0	0	0
ENSG00000235759	0	0	0	0	0	0	0	0	0	0
ENSG00000235760	8	0	4	3	1	6	6	1	7	6
ENSG00000235761	0	0	0	0	0	0	0	0	0	0
ENSG00000235763	0	1	8	0	0	4	1	1	2	0
ENSG00000235768	0	0	0	0	0	1	1	0	1	0
ENSG00000235770	166	49	20	5	36	18	21	21	3	1
ENSG00000235772	5	5	9	0	0	14	0	13	5	0
ENSG00000235774	0	0	0	0	0	0	0	0	0	2
ENSG00000235775	0	0	0	0	0	0	0	0	0	0
ENSG00000235776	131	188	226	410	139	153	44	274	52	228
ENSG00000235777	0	0	0	0	0	0	0	0	0	0
ENSG00000235778	0	0	0	0	0	0	0	0	0	0
ENSG00000235779	0	0	0	1	2	0	0	0	0	2
ENSG00000235780	0	0	0	0	0	0	0	0	0	0
ENSG00000235781	13	1	2	3	4	5	5	12	16	4
ENSG00000235782	0	0	0	0	0	0	0	0	0	0
ENSG00000235784	0	0	0	0	1	0	0	0	0	0
ENSG00000235785	2	0	0	0	0	2	2	0	1	0
ENSG00000235786	0	0	0	0	0	0	0	0	0	0
ENSG00000235787	0	0	1	0	0	1	0	2	0	0
ENSG00000235790	54	19	16	24	27	81	41	197	40	9
ENSG00000235794	0	0	0	0	0	0	0	0	0	0
ENSG00000235795	3	1	7	0	2	13	2	5	6	0
ENSG00000235797	0	0	0	0	0	0	0	0	0	3
ENSG00000235802	0	0	0	0	5	0	2	1	8	0
ENSG00000235803	0	0	0	0	0	0	0	0	0	0
ENSG00000235804	0	0	0	2	0	0	0	1	0	0
ENSG00000235805	0	0	0	0	0	0	0	0	0	0
ENSG00000235806	27	2	0	1	0	4	3	1	35	0
ENSG00000235808	1	0	0	0	0	1	0	1	1	0
ENSG00000235810	0	0	0	0	0	0	0	0	0	0
ENSG00000235811	0	0	0	0	0	0	0	0	0	0
ENSG00000235812	2	0	0	0	1	3	0	1	0	0
ENSG00000235813	1	0	0	0	0	1	1	0	0	0
ENSG00000235815	6	1	1	0	8	0	17	3	7	2
ENSG00000235816	0	0	0	0	0	0	0	4	0	1
ENSG00000235817	0	0	1	0	0	0	0	4	0	1
ENSG00000235818	0	0	0	0	0	0	0	0	0	0
ENSG00000235819	1	0	0	0	0	0	0	0	0	0
ENSG00000235820	0	1	0	0	0	0	1	0	1	0
ENSG00000235821	9	4	2	5	5	17	10	5	7	7
ENSG00000235822	0	0	0	0	0	0	0	0	0	0
ENSG00000235823	747	554	565	417	655	152	560	352	915	109
ENSG00000235824	1	0	1	5	0	1	0	1	1	3
ENSG00000235825	0	0	0	0	0	0	0	0	0	0
ENSG00000235827	0	0	0	0	0	0	0	1	0	0
ENSG00000235828	6	0	6	4	2	13	1	14	1	1
ENSG00000235829	1	0	0	0	0	0	1	0	0	0
ENSG00000235830	1	6	5	7	1	5	4	2	0	15
ENSG00000235831	141	58	60	192	59	292	146	107	35	16
ENSG00000235832	0	1	0	0	0	0	0	0	0	0
ENSG00000235833	0	0	0	0	0	0	1	0	0	0
ENSG00000235834	0	0	0	0	0	0	0	0	0	0
ENSG00000235836	0	0	0	0	0	0	0	0	0	0
ENSG00000235837	4	1	0	0	0	10	1	6	5	0
ENSG00000235838	2	0	0	0	0	2	0	0	0	1
ENSG00000235840	4	13	3	3	2	0	0	4	7	11
ENSG00000235843	0	0	0	0	0	0	1	0	0	0
ENSG00000235845	0	0	0	0	0	0	0	0	0	1
ENSG00000235847	22	7	7	8	32	43	9	63	17	0
ENSG00000235848	3	1	8	4	9	1	2	1	4	0
ENSG00000235849	0	0	0	2	0	1	0	0	2	0
ENSG00000235852	13	1	0	0	5	7	3	5	16	0
ENSG00000235855	0	0	0	0	0	0	0	0	0	0
ENSG00000235857	0	0	0	1	0	0	0	0	0	0
ENSG00000235858	0	0	0	0	0	0	0	0	0	0
ENSG00000235859	185	371	202	170	194	172	225	780	166	27
ENSG00000235861	1	0	0	0	1	0	0	0	1	0
ENSG00000235862	0	0	0	0	0	0	1	0	0	0
ENSG00000235863	328	238	591	409	362	287	456	561	740	770
ENSG00000235864	1	0	0	0	0	0	0	0	0	0
ENSG00000235865	45	2	3	6	14	18	4	7	24	0
ENSG00000235868	0	1	0	0	0	1	0	2	0	0
ENSG00000235869	0	0	0	1	0	2	0	0	1	0
ENSG00000235871	0	2	0	0	0	0	0	0	0	0
ENSG00000235872	3	0	2	1	4	4	2	3	6	3
ENSG00000235875	0	0	0	0	4	0	1	1	0	0
ENSG00000235876	0	0	0	2	0	4	0	0	0	0
ENSG00000235879	0	0	0	0	0	0	0	0	0	0
ENSG00000235880	0	0	0	0	0	0	0	0	0	0
ENSG00000235881	0	0	0	0	0	0	0	0	0	0
ENSG00000235884	18	4	11	4	9	9	6	51	37	1
ENSG00000235885	8	1	12	1	12	41	5	16	3	0
ENSG00000235886	0	0	0	0	0	0	0	0	0	0
ENSG00000235887	0	0	0	0	1	0	14	0	1	0
ENSG00000235888	10	14	16	14	29	36	40	23	18	23
ENSG00000235890	216	396	107	6	217	156	471	336	31	330
ENSG00000235892	1	0	0	1	0	2	0	1	0	0
ENSG00000235893	0	0	0	0	0	0	0	0	0	0
ENSG00000235895	0	0	0	0	0	0	0	0	0	0
ENSG00000235897	50	20	19	30	12	41	29	33	49	19
ENSG00000235899	0	0	0	1	0	0	0	3	0	0
ENSG00000235901	0	0	0	0	0	0	0	0	0	0
ENSG00000235902	0	0	0	0	2	0	0	0	2	0
ENSG00000235903	29	6	11	144	35	35	20	8	43	9
ENSG00000235904	33	16	8	15	110	10	32	22	31	215
ENSG00000235907	6	1	2	1	4	3	4	2	5	2
ENSG00000235908	7	0	1	1	4	10	2	0	10	1
ENSG00000235910	7	2	3	1	3	8	4	2	7	0
ENSG00000235911	0	0	0	0	0	0	0	0	0	0
ENSG00000235912	10	7	6	6	14	11	8	19	4	16
ENSG00000235914	0	0	0	0	0	0	0	0	1	0
ENSG00000235916	0	0	0	0	2	1	0	2	1	0
ENSG00000235917	0	0	0	0	0	0	0	0	0	0
ENSG00000235919	137	84	44	89	74	172	69	225	125	80
ENSG00000235920	0	0	0	1	0	1	1	3	1	0
ENSG00000235922	0	0	0	0	0	0	0	0	0	0
ENSG00000235924	3	0	0	1	0	0	1	0	1	0
ENSG00000235926	0	0	0	0	0	0	0	2	0	0
ENSG00000235927	32	68	13	29	36	62	43	29	133	12
ENSG00000235929	2	0	1	0	0	2	0	0	0	0
ENSG00000235930	0	0	0	0	0	0	0	0	0	0
ENSG00000235931	0	0	0	3	0	0	1	0	0	0
ENSG00000235932	0	0	0	0	0	0	0	0	0	0
ENSG00000235933	1	0	1	0	0	0	0	0	0	0
ENSG00000235934	26	6	0	4	37	4	7	2	25	0
ENSG00000235937	1	1	0	0	0	4	0	1	1	0
ENSG00000235939	0	0	1	0	0	1	0	1	0	0
ENSG00000235940	0	0	0	1	0	0	0	0	0	0
ENSG00000235942	0	0	0	1	0	0	0	0	0	0
ENSG00000235943	0	0	0	0	0	0	0	0	0	0
ENSG00000235944	77	37	53	82	41	59	6	36	106	55
ENSG00000235945	1	1	0	0	0	0	0	1	0	0
ENSG00000235946	11	2	3	5	11	3	7	2	10	0
ENSG00000235947	2	0	0	2	0	4	1	13	0	0
ENSG00000235949	8	0	0	0	0	0	0	0	1	0
ENSG00000235951	0	0	0	0	0	0	0	0	0	0
ENSG00000235954	1336	1661	1619	1097	520	1029	1181	1265	1054	1104
ENSG00000235955	1	0	0	1	0	0	0	0	4	0
ENSG00000235957	4	1	0	4	8	7	2	9	7	9
ENSG00000235958	11	29	7	17	9	35	11	18	24	0
ENSG00000235959	0	0	0	0	0	0	0	0	0	0
ENSG00000235961	1332	1639	366	2448	1072	2104	853	1408	1600	2119
ENSG00000235962	13	41	13	6	4	13	3	32	35	3
ENSG00000235963	0	2	3	2	0	0	2	0	1	0
ENSG00000235964	1	0	0	3	0	0	1	0	1	0
ENSG00000235965	0	0	0	0	0	0	0	0	0	0
ENSG00000235967	0	0	0	0	0	0	0	0	0	0
ENSG00000235968	0	0	1	0	0	0	0	0	0	0
ENSG00000235969	0	0	0	0	0	0	0	0	0	0
ENSG00000235972	0	0	0	0	0	0	0	0	0	0
ENSG00000235974	3	21	14	21	5	33	24	13	45	9
ENSG00000235975	0	0	0	0	0	0	0	0	0	0
ENSG00000235976	0	0	0	0	0	0	0	0	0	0
ENSG00000235978	33	16	20	56	130	92	25	48	15	142
ENSG00000235979	6	11	0	1	2	1	0	7	2	4
ENSG00000235981	0	0	0	0	0	0	0	0	0	0
ENSG00000235982	0	1	0	0	0	0	0	2	0	0
ENSG00000235984	1	0	0	0	0	0	0	1	0	0
ENSG00000235988	0	0	0	0	0	0	1	0	0	0
ENSG00000235989	80	24	27	39	12	107	65	31	9	2
ENSG00000235990	0	0	1	0	0	2	0	0	1	0
ENSG00000235991	0	0	0	0	0	0	0	0	0	0
ENSG00000235992	0	0	2	2	0	0	0	0	0	0
ENSG00000235993	0	0	0	0	0	0	0	0	0	0
ENSG00000235994	228	0	2	0	123	15	3	8	155	6
ENSG00000235995	0	0	0	0	0	0	0	0	0	0
ENSG00000235996	0	0	0	0	0	0	0	0	0	0
ENSG00000235997	49	15	21	37	57	46	13	62	20	38
ENSG00000235998	0	0	0	0	0	0	0	0	0	0
ENSG00000236003	0	1	0	2	0	0	0	0	0	3
ENSG00000236004	0	0	1	0	0	0	0	0	0	0
ENSG00000236005	0	0	0	2	0	0	1	2	0	1
ENSG00000236007	0	0	0	0	0	0	0	0	1	0
ENSG00000236008	4	6	2	1	2	1	0	17	11	0
ENSG00000236009	0	4	0	0	0	0	1	1	2	0
ENSG00000236012	0	0	0	0	0	0	0	1	0	0
ENSG00000236013	1	0	0	0	0	0	0	0	1	0
ENSG00000236015	54	28	17	10	10	53	35	28	79	0
ENSG00000236017	142	128	179	280	120	213	45	477	214	321
ENSG00000236018	0	0	0	0	2	1	0	0	4	1
ENSG00000236021	9	8	2	3	4	19	0	11	6	0
ENSG00000236022	0	0	0	0	0	1	0	0	0	0
ENSG00000236024	0	5	4	2	2	2	1	11	6	0
ENSG00000236025	0	0	0	0	0	0	0	0	0	0
ENSG00000236026	0	0	0	0	0	0	0	0	0	0
ENSG00000236027	0	0	0	0	0	1	0	0	0	1
ENSG00000236028	1	2	4	4	2	1	0	8	0	0
ENSG00000236030	15	4	7	1	8	10	17	2	11	0
ENSG00000236031	5	0	2	4	1	5	3	0	11	0
ENSG00000236032	0	0	0	0	0	0	0	0	0	0
ENSG00000236035	0	1	0	0	1	2	0	3	0	6
ENSG00000236036	1	2	11	0	1	0	1	0	0	0
ENSG00000236039	0	42	0	0	0	0	2	0	0	0
ENSG00000236040	0	0	0	0	0	0	0	0	0	0
ENSG00000236041	0	0	0	0	0	0	0	0	0	0
ENSG00000236042	0	0	0	0	0	0	0	0	0	0
ENSG00000236044	0	0	1	0	0	2	0	5	1	0
ENSG00000236045	4	8	5	3	8	0	6	4	3	0
ENSG00000236046	0	0	0	0	0	0	0	0	0	0
ENSG00000236047	2	8	3	6	27	4	3	6	11	1
ENSG00000236048	0	2	1	0	1	2	0	2	5	0
ENSG00000236049	0	0	0	2	0	0	0	0	0	1
ENSG00000236051	14	10	4	3	6	4	4	4	14	1
ENSG00000236052	0	0	0	0	0	0	0	0	0	0
ENSG00000236053	0	0	0	1	1	0	0	1	0	0
ENSG00000236054	1	0	0	0	1	0	0	0	0	0
ENSG00000236056	1	1	0	0	0	0	1	7	0	0
ENSG00000236058	59	52	48	72	40	121	19	238	31	161
ENSG00000236060	21	32	55	51	87	19	11	145	12	41
ENSG00000236062	0	0	1	0	0	0	0	0	2	0
ENSG00000236064	1	158	1	5	0	11	3	6	3	2
ENSG00000236065	1	1	0	0	0	1	2	0	2	1
ENSG00000236066	31	25	24	63	40	61	14	75	24	36
ENSG00000236068	0	0	0	0	0	0	0	0	0	0
ENSG00000236069	0	1	1	0	0	2	0	0	0	0
ENSG00000236072	0	0	0	0	1	0	0	0	0	1
ENSG00000236073	0	0	0	0	0	0	0	0	0	0
ENSG00000236075	0	0	0	0	0	0	0	0	0	0
ENSG00000236076	0	0	0	0	0	0	0	0	0	1
ENSG00000236077	0	0	0	0	0	0	0	0	0	0
ENSG00000236078	2	0	2	2	4	4	0	2	0	0
ENSG00000236079	0	0	0	0	0	0	0	4	0	0
ENSG00000236080	0	0	0	0	0	0	0	1	0	0
ENSG00000236081	20	20	2	3	8	13	19	46	22	21
ENSG00000236082	0	0	0	0	0	0	0	0	0	0
ENSG00000236083	0	0	0	0	0	0	0	0	0	0
ENSG00000236085	0	0	0	0	0	0	0	0	0	0
ENSG00000236086	4	0	0	1	0	2	3	3	2	0
ENSG00000236088	862	483	212	395	199	740	483	268	603	76
ENSG00000236090	25	9	9	19	55	35	20	61	53	0
ENSG00000236091	1	0	1	0	0	0	0	1	0	0
ENSG00000236094	2	8	11	0	6	3	0	20	0	2
ENSG00000236095	0	3	4	4	5	0	0	3	8	1
ENSG00000236097	0	0	0	0	0	0	0	0	0	0
ENSG00000236098	0	0	1	2	1	0	0	0	1	0
ENSG00000236099	0	0	0	4	0	0	0	0	0	6
ENSG00000236101	0	1	0	0	0	0	0	0	0	0
ENSG00000236102	0	0	0	0	0	0	0	0	0	3
ENSG00000236104	2950	1530	1891	2054	1713	2650	1951	3589	2071	1208
ENSG00000236105	0	0	0	0	0	0	0	0	0	0
ENSG00000236106	2	0	0	1	1	0	0	0	2	0
ENSG00000236107	3	0	2	3	1	1	0	1	22	5
ENSG00000236108	0	1	0	0	0	0	0	1	1	0
ENSG00000236109	0	0	0	2	0	0	0	0	0	0
ENSG00000236110	0	0	0	0	0	0	0	0	0	0
ENSG00000236111	8	0	5	4	5	18	0	23	6	0
ENSG00000236114	54	17	15	27	38	36	12	53	30	15
ENSG00000236115	0	0	0	0	0	0	0	0	0	0
ENSG00000236116	0	0	0	2	0	0	1	0	0	0
ENSG00000236117	0	0	0	1	0	4	0	1	0	0
ENSG00000236118	0	0	0	0	0	0	0	0	0	0
ENSG00000236119	0	0	1	0	0	0	0	0	0	0
ENSG00000236120	0	0	2	4	15	12	8	12	6	11
ENSG00000236121	0	0	0	0	0	0	0	0	0	3
ENSG00000236123	0	0	0	0	0	0	0	0	0	0
ENSG00000236124	1	0	1	0	0	0	0	0	0	0
ENSG00000236125	0	0	0	0	0	0	0	0	0	0
ENSG00000236126	0	0	0	0	0	0	0	0	0	0
ENSG00000236129	0	0	0	0	0	0	0	6	0	4
ENSG00000236130	0	0	0	0	0	0	0	0	0	5
ENSG00000236131	0	0	0	0	0	0	0	0	0	0
ENSG00000236132	0	0	0	3	0	0	0	1	0	0
ENSG00000236133	0	0	0	0	0	0	0	0	0	0
ENSG00000236136	0	0	0	0	0	0	0	0	0	0
ENSG00000236137	7	2	6	6	1	11	6	5	2	1
ENSG00000236138	1	1	4	2	11	1	8	11	12	0
ENSG00000236140	2	0	2	1	0	0	1	1	0	0
ENSG00000236141	0	0	0	0	0	0	0	0	0	0
ENSG00000236144	688	513	306	339	214	473	414	484	745	46
ENSG00000236145	0	0	0	0	0	0	0	0	0	0
ENSG00000236146	3	2	8	11	10	8	7	14	21	0
ENSG00000236148	3	3	0	1	2	10	1	21	1	2
ENSG00000236151	0	0	0	0	0	0	0	0	0	0
ENSG00000236152	0	1	0	0	0	2	0	2	0	0
ENSG00000236153	7	0	5	0	11	2	2	2	49	0
ENSG00000236154	9	0	0	2	8	3	4	10	12	3
ENSG00000236155	3	2	62	39	27	6	49	84	19	81
ENSG00000236156	0	0	0	0	0	0	0	0	0	0
ENSG00000236158	0	0	0	0	0	0	0	0	0	0
ENSG00000236159	1	2	0	2	0	0	0	4	0	0
ENSG00000236160	0	0	0	0	0	0	0	0	0	0
ENSG00000236162	0	0	0	0	1	0	0	0	0	0
ENSG00000236164	0	0	0	0	0	0	1	0	0	0
ENSG00000236165	8	1	1	11	20	14	8	1	4	2
ENSG00000236166	40	45	4	14	8	4	79	26	32	37
ENSG00000236167	0	0	0	0	0	0	0	0	0	0
ENSG00000236168	0	0	0	0	0	0	0	0	0	0
ENSG00000236169	0	0	0	0	0	0	0	0	0	0
ENSG00000236170	0	0	0	0	0	0	0	0	0	0
ENSG00000236171	1	0	0	1	0	0	1	1	0	0
ENSG00000236172	0	0	0	0	4	0	0	0	0	0
ENSG00000236173	2	0	1	0	5	1	2	3	3	3
ENSG00000236175	0	0	0	0	0	0	0	0	0	0
ENSG00000236176	0	0	0	0	0	0	0	0	0	0
ENSG00000236179	0	0	0	0	0	0	0	0	0	0
ENSG00000236180	2	7	0	4	0	4	2	1	2	0
ENSG00000236182	0	0	0	0	1	0	0	0	0	0
ENSG00000236184	5	4	2	1	5	11	2	4	10	0
ENSG00000236185	0	0	0	0	0	0	0	0	0	0
ENSG00000236187	0	0	0	1	0	0	0	0	0	0
ENSG00000236188	0	2	0	0	2	1	0	1	1	0
ENSG00000236189	0	0	1	2	2	5	0	7	1	1
ENSG00000236190	0	0	0	0	0	0	0	0	0	0
ENSG00000236191	0	0	0	1	0	0	0	0	0	0
ENSG00000236193	0	0	0	0	0	0	0	0	0	0
ENSG00000236194	2	1	1	0	3	0	0	0	6	2
ENSG00000236195	0	0	0	0	0	0	0	0	0	0
ENSG00000236197	0	0	1	0	3	0	1	0	1	1
ENSG00000236198	2	0	0	0	0	2	0	0	0	0
ENSG00000236199	48	47	36	39	61	49	33	101	61	16
ENSG00000236200	47	59	92	91	43	145	45	63	85	40
ENSG00000236202	0	0	0	0	0	0	1	2	0	2
ENSG00000236204	57	13	13	12	15	54	24	35	45	4
ENSG00000236205	0	0	0	0	0	0	0	0	0	0
ENSG00000236206	4	0	1	2	2	0	3	1	2	0
ENSG00000236208	2	0	0	1	156	4	0	4	10	0
ENSG00000236209	10	8	0	0	9	10	0	0	23	2
ENSG00000236211	0	0	0	0	2	0	0	0	0	0
ENSG00000236212	0	0	0	0	0	0	0	0	0	0
ENSG00000236213	0	0	1	0	2	0	0	0	0	0
ENSG00000236216	0	12	0	0	0	0	0	0	3	0
ENSG00000236217	0	0	0	0	0	0	0	0	0	0
ENSG00000236226	0	0	0	0	0	0	0	0	0	0
ENSG00000236229	1	0	0	0	0	0	0	0	1	0
ENSG00000236230	0	0	2	0	0	1	1	0	0	0
ENSG00000236231	0	0	0	0	0	0	3	0	1	0
ENSG00000236232	0	0	1	0	0	0	0	0	0	0
ENSG00000236234	5	0	2	0	1	7	4	2	8	2
ENSG00000236235	0	0	0	0	0	1	0	0	0	0
ENSG00000236238	0	0	0	2	0	0	0	1	0	0
ENSG00000236240	0	0	0	0	0	0	0	0	0	0
ENSG00000236241	0	1	0	0	1	0	0	0	0	0
ENSG00000236242	0	0	3	0	1	0	0	0	0	0
ENSG00000236243	0	0	0	0	0	1	0	2	1	0
ENSG00000236244	0	0	0	0	0	0	0	0	0	0
ENSG00000236246	0	0	0	0	0	0	0	0	0	0
ENSG00000236248	0	0	0	0	0	0	0	0	0	0
ENSG00000236252	1	0	0	0	0	0	0	0	0	0
ENSG00000236253	0	0	0	0	0	0	0	0	0	2
ENSG00000236254	0	0	0	1	1	0	0	0	0	0
ENSG00000236255	48	116	28	25	48	44	21	54	49	35
ENSG00000236256	1	1	0	1	1	2	0	1	5	0
ENSG00000236257	1	0	1	1	0	3	0	0	0	0
ENSG00000236258	0	0	0	0	0	0	0	0	0	0
ENSG00000236259	2	0	0	1	1	1	1	1	0	1
ENSG00000236261	0	0	0	0	0	0	0	0	0	0
ENSG00000236262	0	0	0	0	0	0	1	1	1	0
ENSG00000236263	0	0	0	0	0	0	0	0	0	0
ENSG00000236264	15	11	8	19	12	16	3	26	11	12
ENSG00000236266	2	18	18	25	9	5	18	16	23	4
ENSG00000236267	0	0	0	0	0	0	0	0	0	0
ENSG00000236268	7	0	0	1	0	0	3	1	1	0
ENSG00000236269	1	0	2	1	2	3	2	3	1	0
ENSG00000236272	4	2	0	1	1	3	10	3	1	0
ENSG00000236274	0	0	0	0	0	0	0	0	0	0
ENSG00000236276	0	0	0	2	0	1	1	0	2	0
ENSG00000236277	0	0	0	1	0	0	0	0	0	0
ENSG00000236278	1	0	0	0	1	1	0	0	0	0
ENSG00000236279	34	2	6	28	6	34	275	58	11	62
ENSG00000236280	0	0	0	0	0	0	0	0	0	0
ENSG00000236281	1	0	3	1	1	2	0	5	1	6
ENSG00000236283	4	13	3	2	1	1	1	2	1	8
ENSG00000236284	0	0	0	0	0	0	0	0	0	0
ENSG00000236285	4	0	4	3	0	6	2	11	0	0
ENSG00000236287	5825	1684	2183	2404	2786	4394	3009	3609	5513	1634
ENSG00000236289	0	2	0	2	2	0	0	2	0	8
ENSG00000236290	3	0	4	8	3	15	3	6	2	5
ENSG00000236292	0	0	0	0	0	0	0	0	0	0
ENSG00000236295	0	0	1	2	4	3	2	0	0	3
ENSG00000236296	349	108	130	129	83	211	98	440	246	49
ENSG00000236297	24	1	0	1	6	51	7	4	10	0
ENSG00000236299	1	0	0	0	0	1	6	0	2	4
ENSG00000236300	0	0	0	0	0	0	0	0	0	0
ENSG00000236301	5	23	2	0	0	2	0	7	0	14
ENSG00000236303	1	0	0	0	0	0	0	0	0	0
ENSG00000236304	5	2	0	2	5	6	4	19	4	19
ENSG00000236305	77	26	40	28	10	13	19	43	9	8
ENSG00000236306	0	0	0	3	0	0	0	0	0	0
ENSG00000236307	3	2	3	3	0	4	1	3	3	10
ENSG00000236308	38	6	1	2	3	11	7	4	45	3
ENSG00000236309	0	0	0	0	0	0	0	0	0	0
ENSG00000236310	1	0	1	0	0	0	2	1	0	0
ENSG00000236311	0	0	0	0	0	0	0	0	0	5
ENSG00000236312	16	7	12	14	9	29	6	47	10	20
ENSG00000236313	0	0	0	1	0	0	0	0	0	0
ENSG00000236316	0	0	0	0	0	0	0	0	0	0
ENSG00000236317	7	1	2	0	0	5	0	2	2	0
ENSG00000236318	3	10	10	0	2	0	16	5	5	0
ENSG00000236319	0	0	0	2	0	0	0	1	0	6
ENSG00000236320	2	1	0	4	0	0	1	1	1	0
ENSG00000236323	0	2	0	1	0	0	0	0	0	0
ENSG00000236324	0	0	0	2	0	0	0	0	0	0
ENSG00000236325	0	0	4	3	1	0	0	5	3	0
ENSG00000236326	0	0	0	0	0	0	0	0	0	0
ENSG00000236327	0	0	0	0	1	1	0	0	0	3
ENSG00000236330	10	6	10	7	6	28	7	54	8	13
ENSG00000236332	0	0	0	0	0	0	0	0	1	0
ENSG00000236333	2	0	0	0	8	0	0	4	7	0
ENSG00000236334	2	0	2	0	0	0	2	1	0	0
ENSG00000236335	0	0	0	0	0	0	0	0	0	0
ENSG00000236336	0	0	0	0	1	0	0	0	1	0
ENSG00000236337	13	4	2	0	1	9	6	4	20	2
ENSG00000236339	0	0	0	2	0	0	0	0	0	0
ENSG00000236340	0	0	1	0	0	0	0	0	0	0
ENSG00000236341	0	0	0	0	0	1	0	0	0	0
ENSG00000236343	0	0	1	0	0	0	0	0	0	0
ENSG00000236345	0	0	0	0	24	2	2	1	0	0
ENSG00000236347	0	0	0	0	0	0	0	0	0	0
ENSG00000236348	1	0	0	1	1	0	1	1	1	0
ENSG00000236349	15	0	1	0	7	12	22	8	7	0
ENSG00000236352	0	1	2	0	2	16	2	3	0	0
ENSG00000236354	0	1	0	0	0	0	0	0	0	0
ENSG00000236355	0	3	1	1	0	0	2	0	0	0
ENSG00000236356	0	0	0	0	0	0	0	0	0	0
ENSG00000236357	0	0	0	0	0	0	0	0	0	0
ENSG00000236358	0	4	0	1	0	0	9	4	0	0
ENSG00000236359	0	0	0	0	0	0	0	0	0	0
ENSG00000236360	3	0	5	0	0	1	3	28	2	0
ENSG00000236362	0	0	0	0	0	0	0	0	0	0
ENSG00000236364	26	6	6	2	3	19	4	1	15	0
ENSG00000236365	0	0	0	0	0	0	0	0	0	0
ENSG00000236366	0	2	0	0	0	0	3	1	0	0
ENSG00000236371	0	0	0	0	0	0	0	0	0	0
ENSG00000236372	1	0	0	1	0	0	0	0	0	0
ENSG00000236373	0	0	0	0	0	0	0	0	0	0
ENSG00000236375	0	0	0	0	0	1	0	0	0	1
ENSG00000236376	0	0	0	0	0	0	0	0	0	0
ENSG00000236377	2	6	12	5	3	1	1	27	3	6
ENSG00000236378	0	0	0	0	0	0	0	0	0	0
ENSG00000236379	0	0	0	0	0	0	0	0	0	0
ENSG00000236380	0	0	0	6	0	0	0	0	2	10
ENSG00000236382	0	0	0	1	0	0	0	0	0	0
ENSG00000236383	5	6	3	9	11	11	4	6	20	6
ENSG00000236384	0	0	12	2	4	5	1	2	7	5
ENSG00000236385	0	1	0	1	5	0	0	1	2	0
ENSG00000236386	0	0	0	0	0	0	0	0	0	0
ENSG00000236387	0	0	0	0	0	0	0	0	0	0
ENSG00000236388	0	1	0	0	0	0	0	0	0	0
ENSG00000236389	0	0	0	0	0	0	0	0	0	0
ENSG00000236390	0	1	0	1	0	1	0	1	0	0
ENSG00000236391	1	0	2	0	0	0	0	0	0	2
ENSG00000236392	0	0	0	0	0	0	0	0	0	0
ENSG00000236393	4	2	1	6	1	7	4	9	14	0
ENSG00000236394	0	1	0	2	0	0	0	0	1	0
ENSG00000236395	0	0	0	0	0	0	0	4	0	0
ENSG00000236396	0	0	0	0	0	0	0	0	0	0
ENSG00000236397	20	3	12	10	13	35	2	14	49	28
ENSG00000236398	0	0	0	1	0	0	0	0	0	0
ENSG00000236400	0	0	0	0	0	0	0	0	0	0
ENSG00000236401	0	0	0	2	0	0	0	0	0	0
ENSG00000236403	1	1	0	0	2	0	2	0	1	8
ENSG00000236404	8	7	36	15	12	6	3	2	7	1
ENSG00000236405	0	0	0	0	0	1	0	0	0	0
ENSG00000236407	0	0	0	0	0	0	0	0	0	0
ENSG00000236408	0	0	0	0	0	0	0	1	0	0
ENSG00000236409	8	3	7	10	4	7	3	8	1	0
ENSG00000236411	16	2	7	2	3	18	16	8	8	4
ENSG00000236412	0	0	0	0	0	0	0	0	0	0
ENSG00000236413	0	0	0	0	0	0	0	0	0	0
ENSG00000236414	0	0	0	0	0	0	0	0	0	0
ENSG00000236417	0	0	0	0	0	0	2	0	0	0
ENSG00000236420	0	0	0	0	0	0	0	0	0	0
ENSG00000236423	34	11	22	8	43	12	10	28	100	18
ENSG00000236424	0	0	0	0	0	0	0	0	0	0
ENSG00000236425	0	0	0	0	0	0	0	0	0	0
ENSG00000236426	4	0	0	2	3	3	2	6	5	5
ENSG00000236427	0	0	0	1	2	2	1	0	2	0
ENSG00000236429	0	0	0	0	0	0	0	0	0	0
ENSG00000236430	1	0	0	0	0	0	0	0	1	2
ENSG00000236431	31	3	0	0	3	21	7	0	31	1
ENSG00000236432	80	33	39	57	41	71	75	52	62	27
ENSG00000236433	0	0	0	0	0	0	0	0	0	0
ENSG00000236434	1	0	1	0	0	1	0	3	8	0
ENSG00000236435	0	0	0	0	0	0	0	0	0	0
ENSG00000236436	0	0	0	0	0	0	0	0	0	2
